pH,Temperature,Turbidity,TDS,DO,BOD,COD,status
8.162,20.21,1.824,34.13888,7.658,5.1960000000000015,12.990000000000002,Good
8.164,20.368,1.876,34.141439999999996,7.717,5.19344,12.9836,Good
8.163,20.415,1.836,34.1408,7.741,5.3508,13.376999999999999,Good
,,,,,,,Fair
8.167,20.463,1.637,34.12608,7.804,6.006440000000001,15.016100000000002,Good
8.169,20.391,1.681,34.12352,7.792,6.38788,15.9697,Good
8.171,20.37,1.717,34.12608,7.808,6.561400000000001,16.4035,Good
8.171,20.428,1.666,34.10944,7.825,6.32104,15.802599999999998,Good
8.17,20.37,1.606,34.110079999999996,7.807,6.133200000000001,15.333000000000002,Good
8.171,20.344,1.621,34.10944,7.781,6.5025200000000005,16.2563,Good
8.172,20.308,1.612,34.11328,7.779,7.08784,17.7196,Good
8.17,20.292,1.728,34.112,7.754,7.411360000000001,18.5284,Good
8.169,20.286,1.729,34.106880000000004,7.73,7.565080000000001,18.9127,Good
8.162,20.242,1.994,34.092800000000004,7.667,6.97576,17.4394,Good
8.162,20.239,2.089,34.10368,7.607,7.290120000000001,18.2253,Good
8.159,20.231,2.263,34.092800000000004,7.486,7.557079999999999,18.892699999999998,Good
8.154,20.187,2.67,34.09152,7.49,6.768160000000001,16.9204,Good
8.16,20.198,2.432,34.12352,7.556,6.884640000000001,17.2116,Good
8.161,20.197,2.308,34.141439999999996,7.567,6.797360000000001,16.9934,Good
8.159,20.137,2.156,34.10944,7.523,6.38856,15.9714,Good
8.163,20.217,2.074,34.15936,7.579,6.539359999999999,16.348399999999998,Good
8.159,20.147,2.137,34.141439999999996,7.554,6.441960000000001,16.1049,Good
8.161,20.115,1.978,34.149119999999996,7.538,6.408799999999999,16.022,Good
8.162,20.1,1.968,34.15104,7.507,6.404,16.009999999999998,Good
8.165,20.058,1.937,34.15232,7.473,6.430040000000002,16.075100000000003,Good
8.163,19.947,1.859,34.10624,7.488,6.06396,15.159899999999999,Good
8.168,19.911,1.727,34.1216,7.482,6.001880000000001,15.004700000000001,Good
8.174,19.844,1.694,34.10624,7.073,5.79032,14.4758,Good
8.163,19.86,1.632,34.122240000000005,4.837,5.574400000000001,13.936,Fair
8.173,19.851,8.774,34.1248,6.797,9.842880000000001,24.6072,Fair
8.162,19.875,1.614,34.136320000000005,6.908,5.518400000000001,13.796000000000001,Good
8.181,19.823,3.423,34.12544,7.075,6.469239999999999,16.173099999999998,Good
8.177,19.81,1.699,34.12608,7.275,5.4754000000000005,13.688500000000001,Good
8.165,19.806,1.688,34.11904,7.113,5.757280000000001,14.3932,Good
8.168,19.706,1.871,33.99616,7.188,5.64228,14.1057,Good
8.166,19.58,1.618,33.98016,7.159,5.7540000000000004,14.385,Good
8.157,19.72,1.917,34.064,7.271,6.1861999999999995,15.465499999999999,Good
8.164,19.579,2.284,33.94176,7.259,6.58792,16.4698,Good
8.16,19.533,1.906,33.72096,7.297,6.698240000000002,16.745600000000003,Good
8.161,19.592,1.817,33.75488,7.364,6.39756,15.9939,Good
8.16,19.627,1.815,33.71968,7.372,5.90956,14.7739,Good
8.161,19.745,1.812,33.9168,7.404,5.4804,13.701,Good
8.151,19.943,1.924,33.99104,7.367,5.325040000000001,13.312600000000002,Good
8.157,19.841,2.164,34.10304,7.381,5.76408,14.4102,Good
8.151,19.989,1.822,33.66656,7.368,5.244320000000001,13.110800000000001,Good
8.163,19.689,1.578,33.3696,7.591,4.92192,12.3048,Good
8.162,19.651,1.593,33.19104,7.617,5.063079999999999,12.657699999999998,Good
8.166,19.745,1.625,33.43168,7.652,4.804200000000001,12.0105,Good
8.162,19.834,1.606,33.36128,7.62,5.30072,13.2518,Good
8.163,19.891,1.486,33.371520000000004,7.655,5.085280000000001,12.7132,Good
8.163,20.002,1.523,33.4368,7.688,5.39396,13.4849,Good
8.164,20.111,1.492,33.552640000000004,7.7,5.401680000000001,13.5042,Good
8.166,20.025,1.46,33.566720000000004,7.725,5.613199999999999,14.032999999999998,Good
8.167,20.007,1.519,33.55456,7.745,5.7183600000000006,14.2959,Good
8.168,20.137,1.596,33.71776,7.754,6.07416,15.1854,Good
8.168,20.177,1.647,33.76768,7.754,6.52476,16.311899999999998,Good
8.171,20.191,1.784,33.77152,7.753,6.222480000000001,15.5562,Good
8.169,20.162,1.598,33.71008,7.72,6.55336,16.383399999999998,Good
8.168,20.08,1.542,33.7312,7.704,6.2860000000000005,15.715,Good
8.171,20.11,1.721,33.78368,7.69,6.9878,17.4695,Good
8.167,20.097,1.596,33.78112,7.593,7.02696,17.5674,Good
8.173,20.081,1.672,33.77024,7.437,6.583280000000001,16.4582,Good
8.17,19.874,1.528,33.58144,7.573,6.91872,17.2968,Good
8.168,19.934,1.723,33.65632,7.578,6.748520000000001,16.8713,Good
8.173,19.814,1.752,33.53216,7.486,7.37072,18.4268,Good
8.177,19.808,1.932,33.47648,7.551,6.99904,17.4976,Good
8.164,19.876,1.97,33.575680000000006,7.619,6.739280000000001,16.848200000000002,Good
8.171,19.849,1.891,33.58784,7.542,6.86652,17.1663,Good
8.164,19.944,1.97,33.77984,7.57,6.84872,17.1218,Good
8.181,19.964,2.005,33.75488,7.612,6.62092,16.5523,Good
8.17,19.794,1.666,33.456,7.486,6.49912,16.247799999999998,Good
8.183,18.864,2.158,31.319679999999998,7.679,6.33832,15.8458,Good
8.169,19.387,1.707,33.03808,7.546,5.863160000000001,14.6579,Good
8.165,19.418,1.644,33.2224,7.43,5.86304,14.657599999999999,Good
8.161,19.583,1.592,33.39392,7.357,5.818639999999999,14.546599999999998,Good
8.169,19.338,1.677,33.12064,7.45,6.13884,15.3471,Good
8.179,18.914,1.781,32.66944,7.558,5.89372,14.7343,Good
8.177,18.83,1.786,32.78848,7.556,5.3508000000000004,13.377,Good
8.18,18.599,1.677,32.54272,7.58,5.56212,13.905299999999999,Good
8.18,18.477,1.662,32.4096,7.571,5.81056,14.526399999999999,Good
8.184,18.289,1.71,32.30784,7.485,5.61872,14.0468,Good
8.188,18.281,2.221,32.2624,7.484,5.82868,14.5717,Good
8.177,18.589,1.617,32.53312,7.477,5.474920000000001,13.6873,Good
8.178,19.02,1.695,33.02464,7.359,5.054600000000001,12.636500000000002,Good
8.179,18.585,1.662,32.366080000000004,7.462,5.420800000000001,13.552000000000001,Good
8.181,18.25,1.726,32.02496,7.467,5.2700000000000005,13.175,Good
8.181,18.095,1.645,32.25792,7.553,5.280200000000001,13.200500000000002,Good
8.184,18.177,1.784,32.459520000000005,7.548,5.600560000000001,14.0014,Good
8.182,18.565,1.571,32.79488,7.649,5.783800000000001,14.459500000000002,Good
8.178,18.474,1.627,32.57472,7.612,4.877320000000001,12.1933,Good
8.166,18.8,1.493,32.92672,7.522,4.8982,12.2455,Good
8.185,19.231,1.702,33.18464,8.058,4.809280000000001,12.023200000000001,Good
8.181,19.188,1.683,32.92608,7.928,4.88644,12.216099999999999,Good
8.185,19.086,1.594,32.63552,7.997,4.76808,11.9202,Good
8.185,19.008,1.65,32.48448,7.988,5.07704,12.6926,Good
8.182,19.141,1.585,32.5248,7.949,5.04468,12.611699999999999,Good
8.184,19.212,1.635,32.55232,7.983,5.467560000000001,13.6689,Good
8.178,19.39,1.656,32.75648,7.942,5.4808,13.702,Good
8.176,19.59,1.502,32.94848,7.929,5.266,13.165,Good
8.177,19.729,1.6,33.08096,7.944,5.698320000000001,14.245800000000001,Good
8.177,19.804,1.707,33.31008,7.879,5.69892,14.2473,Good
8.177,19.83,1.815,33.36064,7.825,6.0946,15.2365,Good
8.174,19.816,1.779,33.4208,7.932,6.37588,15.9397,Good
8.176,19.8,1.697,33.45216,7.932,6.330200000000001,15.825500000000002,Good
8.176,19.773,1.633,33.42016,7.934,6.68484,16.7121,Good
8.178,19.728,1.863,33.42912,7.912,7.192840000000001,17.982100000000003,Good
8.179,19.686,1.726,33.435520000000004,7.667,7.594480000000001,18.9862,Good
8.177,19.659,1.786,33.46048,7.907,7.09632,17.7408,Good
8.174,19.609,1.692,33.458560000000006,7.883,7.091120000000001,17.727800000000002,Good
8.172,19.261,1.571,33.19616,7.829,6.9962800000000005,17.4907,Good
8.164,19.384,1.622,33.14432,7.747,6.64152,16.6038,Good
8.173,19.351,1.779,33.1872,7.827,7.0610800000000005,17.6527,Good
8.172,19.466,1.729,33.344,7.81,7.493080000000001,18.7327,Good
8.172,19.479,1.85,33.39072,7.768,7.74192,19.3548,Good
8.173,19.426,1.737,33.46176,7.752,7.411480000000001,18.5287,Good
8.172,19.372,1.989,33.357440000000004,7.626,7.71996,19.2999,Good
8.171,19.341,1.902,33.34976,7.377,7.93728,19.8432,Good
8.176,19.259,2.017,33.306239999999995,7.543,7.6629200000000015,19.157300000000003,Good
8.175,19.2,1.904,33.2896,7.046,7.396,18.49,Good
8.173,19.24,2.038,33.31776,7.596,7.9612,19.903,Good
8.172,19.386,2.061,33.419520000000006,7.422,7.22028,18.0507,Good
8.178,19.253,1.823,33.35936,7.632,7.118040000000001,17.7951,Good
8.171,19.264,1.958,33.39008,7.663,7.06392,17.6598,Good
8.17,19.252,1.96,33.40928,7.649,6.62336,16.5584,Good
8.17,19.177,1.815,33.39776,7.65,6.88956,17.2239,Good
8.17,19.105,1.783,33.35616,7.624,6.7558,16.889499999999998,Good
8.167,19.133,1.717,33.438719999999996,7.566,6.471240000000001,16.1781,Good
8.168,19.074,1.72,33.45024,7.556,6.383520000000001,15.9588,Good
8.165,19.081,1.696,33.48096,7.516,6.2424800000000005,15.606200000000001,Good
8.164,19.008,1.7,33.51296,7.487,6.31024,15.7756,Good
8.164,18.952,1.732,33.49056,7.486,6.419360000000001,16.0484,Good
8.166,18.755,1.708,33.33696,7.477,6.7387999999999995,16.846999999999998,Good
8.163,18.603,1.667,33.2064,7.486,6.53964,16.3491,Good
8.156,19.173,1.483,33.59872,7.325,6.85564,17.1391,Good
8.162,18.914,1.57,33.43296,7.444,7.121520000000001,17.803800000000003,Good
8.167,18.914,1.636,33.4304,7.528,8.66112,21.6528,Good
8.164,18.985,1.652,33.48352,7.534,7.9388000000000005,19.847,Good
8.166,18.885,1.597,33.36448,7.555,7.301000000000001,18.2525,Good
8.166,19.011,1.618,33.49248,7.585,7.50128,18.7532,Good
8.165,19.034,1.743,33.46112,7.597,6.37732,15.943299999999999,Good
8.161,19.055,1.912,33.54944,7.563,7.1044,17.761,Good
8.156,19.111,2.165,33.59872,7.487,6.562280000000001,16.405700000000003,Good
8.169,19.111,1.886,33.50784,7.748,6.40688,16.0172,Good
8.176,19.179,1.69,33.4272,7.921,5.721920000000001,14.3048,Good
8.182,19.279,1.703,33.4656,8.065,5.9313199999999995,14.828299999999999,Good
8.185,19.373,1.752,33.51488,8.124,6.085840000000001,15.2146,Good
8.185,19.41,1.856,33.52,8.131,6.507200000000001,16.268,Good
8.182,19.42,1.941,33.5296,8.099,6.994200000000001,17.485500000000002,Good
8.18,19.427,2.133,33.55328,8.074,7.438760000000001,18.5969,Good
8.181,19.429,2.017,33.56352,8.08,7.866120000000001,19.665300000000002,Good
8.182,19.43,2.003,33.56928,8.075,7.5098,18.7745,Good
8.183,19.416,2.055,33.56992,8.1,7.479080000000001,18.6977,Good
8.182,19.405,2.166,33.584,8.08,7.2223999999999995,18.055999999999997,Good
8.184,19.37,2.121,33.57824,8.078,7.5118,18.7795,Good
8.182,19.357,2.144,33.60256,8.024,7.566960000000001,18.9174,Good
8.18,19.333,2.014,33.6288,7.963,7.3646400000000005,18.4116,Good
8.181,19.322,2.048,33.66272,7.871,7.69856,19.246399999999998,Good
8.178,19.299,1.874,33.65312,7.857,7.731520000000001,19.3288,Good
8.177,19.275,1.821,33.65824,7.826,7.440200000000001,18.6005,Good
8.175,19.252,1.938,33.68128,7.747,7.01416,17.5354,Good
8.173,19.187,1.877,33.685120000000005,7.675,7.19956,17.9989,Good
8.172,19.173,1.89,33.69536,7.635,7.36064,18.4016,Good
8.172,19.169,1.846,33.69408,7.634,7.415520000000001,18.538800000000002,Good
8.171,19.135,1.91,33.683840000000004,7.604,7.596800000000001,18.992,Good
8.172,19.09,1.842,33.6864,7.498,7.874,19.685,Good
8.173,19.094,2.018,33.691520000000004,7.426,8.035120000000001,20.0878,Good
8.164,19.003,1.946,33.63968,7.155,7.76144,19.4036,Good
8.168,19.058,1.752,33.672959999999996,7.533,7.823040000000001,19.5576,Good
8.167,18.993,1.873,33.65184,7.428,7.956040000000001,19.8901,Good
8.164,18.916,1.924,33.63968,7.538,7.569280000000001,18.9232,Good
8.163,18.929,1.838,33.65824,7.513,7.09152,17.7288,Good
8.163,18.927,1.842,33.66208,7.483,6.98016,17.4504,Good
8.161,18.913,1.812,33.655680000000004,7.452,7.12024,17.8006,Good
8.162,18.863,2.053,33.64864,7.376,7.78884,19.4721,Good
8.157,18.864,1.729,33.66208,7.282,6.913720000000001,17.2843,Good
8.172,18.802,4.445,33.66336,6.787,8.293560000000001,20.733900000000002,Good
8.159,18.802,1.81,33.652480000000004,7.343,6.95176,17.3794,Good
8.154,18.746,1.634,33.66336,7.297,6.4288799999999995,16.0722,Good
8.153,18.714,1.604,33.6512,7.262,6.254720000000001,15.636800000000001,Good
8.153,18.676,1.65,33.64992,7.232,6.601679999999999,16.504199999999997,Good
8.154,18.601,1.653,33.64672,7.27,6.68228,16.7057,Good
8.155,18.644,1.793,33.68128,7.257,7.77212,19.4303,Good
8.156,18.618,1.748,33.69088,7.31,9.09024,22.7256,Good
8.16,18.588,1.775,33.68128,7.37,8.97124,22.4281,Good
8.162,18.605,1.86,33.67936,7.428,8.4964,21.241,Good
8.168,18.649,1.777,33.6832,7.536,7.800520000000001,19.5013,Good
8.172,18.675,1.811,33.67808,7.67,7.5334,18.8335,Good
8.171,18.707,1.862,33.68064,7.661,7.229760000000001,18.0744,Good
8.164,18.819,1.831,33.6864,7.617,5.90972,14.7743,Good
8.181,19.342,1.784,33.77408,8.122,5.71536,14.2884,Good
8.167,19.107,2.357,33.72736,7.758,6.588360000000001,16.4709,Good
8.171,19.249,2.075,33.731840000000005,7.87,6.105720000000001,15.2643,Good
8.169,19.346,2.085,33.736959999999996,7.885,6.04428,15.110699999999998,Good
8.162,19.404,2.296,33.70752,7.804,5.96912,14.922799999999999,Good
8.169,19.443,2.081,33.7472,7.93,6.549640000000001,16.374100000000002,Good
8.165,19.549,2.291,33.73568,7.912,6.62812,16.5703,Good
8.178,19.591,2.014,33.77216,8.113,6.80688,17.0172,Good
8.183,19.562,1.97,33.77152,8.221,7.025360000000001,17.5634,Good
8.183,19.572,1.943,33.77344,8.219,6.926760000000001,17.3169,Good
8.18,19.531,1.941,33.775999999999996,8.171,6.94228,17.3557,Good
8.182,19.519,1.961,33.77024,8.154,6.99652,17.4913,Good
8.181,19.442,2.161,33.775999999999996,8.122,7.2991600000000005,18.2479,Good
8.179,19.427,1.915,33.786880000000004,8.084,7.612760000000001,19.0319,Good
8.178,19.369,1.976,33.786880000000004,8.021,7.63112,19.0778,Good
8.177,19.379,2.069,33.7984,7.998,7.920520000000001,19.8013,Good
8.175,19.34,2.051,33.7952,7.951,7.741800000000001,19.3545,Good
8.175,19.316,2.024,33.79776,7.917,7.615679999999999,19.039199999999997,Good
8.178,19.309,2.055,33.81312,7.82,8.30572,20.764300000000002,Good
8.176,19.347,1.891,33.8208,7.723,8.07116,20.1779,Good
8.175,19.341,1.877,33.82784,7.765,7.507079999999999,18.767699999999998,Good
8.177,19.286,1.765,33.824,7.33,7.64348,19.1087,Good
8.182,19.249,2.188,33.80608,7.446,7.89752,19.7438,Good
8.173,19.269,2.142,33.81568,7.412,7.200320000000001,18.0008,Good
8.177,19.238,2.334,33.80928,7.364,8.05384,20.1346,Good
8.173,19.208,1.938,33.80096,7.075,7.86104,19.6526,Good
8.176,19.206,2.316,33.80352,7.406,8.26848,20.6712,Good
8.181,19.207,2.042,33.80608,7.193,7.46176,18.6544,Good
8.171,19.216,2.154,33.8144,7.323,7.665680000000001,19.1642,Good
8.169,19.207,1.892,33.82016,6.339,7.010160000000001,17.5254,Good
8.17,19.192,2.425,33.81568,7.064,7.4687600000000005,18.6719,Good
8.17,19.17,4.12,33.81312,7.307,8.4128,21.032,Good
8.163,19.113,1.649,33.80416,7.578,6.7808399999999995,16.952099999999998,Good
8.165,19.075,1.58,33.80096,7.571,7.158,17.895,Good
8.168,19.051,5.209,33.80032,7.333,9.36788,23.4197,Fair
8.167,19.016,1.628,33.80032,7.03,7.159680000000001,17.8992,Good
8.175,18.975,5.602,33.79968,7.018,9.4128,23.532,Fair
8.178,18.911,3.67,33.7984,7.254,8.165280000000001,20.4132,Good
8.163,18.83,5.727,33.7952,6.788,9.340200000000001,23.3505,Fair
8.16,18.802,1.588,33.80288,7.154,6.29056,15.7264,Good
8.165,18.779,1.787,33.80416,7.076,6.86172,17.1543,Good
8.168,18.754,4.554,33.80736,6.03,8.19992,20.4998,Good
8.165,18.745,1.697,33.80736,7.105,6.617000000000001,16.5425,Good
8.163,18.807,1.832,33.8048,6.987,6.5933600000000006,16.4834,Good
8.162,18.886,1.883,33.8112,7.271,6.54228,16.3557,Good
8.158,19.001,1.877,33.79264,6.724,6.220680000000001,15.5517,Good
8.166,19.189,2.078,33.81056,7.24,6.09712,15.242799999999999,Good
8.159,19.293,1.823,33.8016,6.994,5.99484,14.9871,Good
8.161,19.587,1.826,33.82272,7.581,6.172960000000001,15.432400000000001,Good
8.159,19.634,1.681,33.808,7.61,5.92812,14.8203,Good
8.161,19.897,1.553,33.819520000000004,7.695,5.656359999999999,14.140899999999998,Good
8.158,19.942,1.662,33.80096,7.698,6.396560000000001,15.9914,Good
8.157,19.931,1.864,33.79968,7.708,6.158480000000001,15.3962,Good
8.155,20.023,2.002,33.808,7.729,6.33664,15.8416,Good
8.158,20.02,1.918,33.83808,7.756,6.518800000000001,16.297,Good
8.158,20.126,2.249,33.86496,7.821,6.734680000000001,16.8367,Good
8.158,20.208,2.507,33.90208,7.891,7.52164,18.8041,Good
8.158,20.222,2.543,33.894400000000005,7.935,7.735560000000001,19.338900000000002,Good
8.161,20.167,2.681,33.92,7.899,7.63636,19.090899999999998,Good
8.157,20.152,2.675,33.936,7.945,7.803560000000001,19.5089,Good
8.158,20.102,2.78,33.94496,7.911,8.41856,21.0464,Good
8.155,20.064,2.674,33.95136,7.922,8.452720000000001,21.131800000000002,Good
8.159,19.949,2.78,33.94368,7.192,8.603120000000002,21.507800000000003,Good
8.157,19.904,2.439,33.934720000000006,7.486,8.80452,22.0113,Good
8.157,19.83,3.575,33.93088,7.606,8.8562,22.1405,Good
8.154,19.786,3.26,33.934720000000006,6.964,8.888480000000001,22.221200000000003,Good
8.16,19.748,3.364,33.936640000000004,7.165,8.84784,22.1196,Good
8.154,19.679,2.691,33.927040000000005,7.431,8.557720000000002,21.3943,Good
8.161,19.598,2.835,33.91552,7.426,8.86324,22.158099999999997,Good
8.167,19.465,3.488,33.87072,5.623,9.0884,22.721,Fair
8.172,19.421,2.253,33.856,7.364,8.563880000000001,21.4097,Good
8.173,19.389,1.926,33.85344,6.582,8.916319999999999,22.290799999999997,Good
8.168,19.356,2.094,33.84832,7.515,8.15048,20.3762,Good
8.159,19.307,3.694,33.841280000000005,6.748,9.01376,22.534399999999998,Good
8.164,19.305,2.06,33.856,6.861,7.918800000000001,19.797,Good
8.164,19.258,1.592,33.854079999999996,6.611,7.47504,18.6876,Good
8.166,19.258,1.897,33.8624,7.258,7.615639999999999,19.039099999999998,Good
8.164,19.214,1.841,33.85984,7.146,7.152920000000001,17.8823,Good
8.163,19.206,1.922,33.86368,6.999,7.44888,18.6222,Good
8.16,19.164,1.54,33.86304,7.05,7.249120000000001,18.1228,Good
8.164,19.137,1.81,33.86368,7.138,7.19536,17.9884,Good
8.161,19.165,1.646,33.88416,7.103,6.9696,17.424,Good
8.165,19.189,1.638,33.90016,7.15,6.87632,17.1908,Good
8.164,19.247,1.372,33.9296,7.113,6.14776,15.369399999999999,Good
8.168,19.231,1.309,33.94304,7.012,5.87668,14.691699999999999,Good
8.168,19.205,1.396,33.95264,6.872,5.666,14.165,Good
8.171,19.162,1.664,33.96736,6.8,6.204160000000001,15.5104,Good
8.185,19.079,1.765,33.96352,6.891,7.03732,17.5933,Good
8.17,19.038,3.731,33.95712,6.81,7.204840000000001,18.0121,Good
8.165,19.034,1.364,33.95328,6.935,5.43712,13.592799999999999,Good
8.168,19.074,2.076,33.9552,6.816,5.87312,14.682799999999999,Good
8.16,19.094,1.365,33.95776,6.968,5.50572,13.764299999999999,Good
8.161,19.083,1.917,33.93984,6.716,5.84084,14.6021,Good
8.162,19.253,2.429,33.9552,6.861,6.1104400000000005,15.2761,Good
8.165,19.462,1.91,33.966080000000005,7.117,5.90136,14.753400000000001,Good
8.177,19.569,2.073,33.94816,7.392,6.27652,15.691299999999998,Good
8.176,19.642,1.767,33.925760000000004,7.744,6.18196,15.4549,Good
8.17,19.639,1.424,33.94048,7.524,5.59032,13.9758,Good
8.168,19.602,1.505,33.94688,7.376,5.765560000000001,14.413900000000002,Good
8.169,19.798,1.517,33.9456,7.549,5.73724,14.3431,Good
8.169,19.887,1.528,33.94944,7.492,5.91416,14.7854,Good
8.165,20.041,1.679,33.94688,7.562,6.07228,15.1807,Good
8.162,20.208,1.925,33.9328,7.624,6.1524399999999995,15.381099999999998,Good
8.148,20.251,2.179,33.91552,7.642,6.35708,15.8927,Good
8.148,20.277,2.292,33.9104,7.667,7.169360000000001,17.9234,Good
8.147,20.285,2.552,33.92256,7.801,7.4196,18.549,Good
8.147,20.146,2.646,33.932159999999996,7.772,7.812080000000001,19.5302,Good
8.145,20.23,2.595,33.925760000000004,7.802,7.6754,19.188499999999998,Good
8.145,20.15,4.041,33.94304,7.651,10.5822,26.4555,Good
8.139,20.14,4.162,33.958400000000005,7.624,10.878,27.195,Good
8.143,20.115,3.614,33.96096,7.536,9.2464,23.116,Good
8.144,20.107,3.227,33.964800000000004,7.491,8.85836,22.145899999999997,Good
8.152,19.95,3.562,33.928960000000004,7.174,9.250800000000002,23.127000000000002,Good
8.149,19.885,2.333,33.91744,7.138,8.3298,20.8245,Good
8.167,19.904,1.967,33.92832,7.617,7.912520000000001,19.7813,Good
8.163,19.89,1.639,33.925760000000004,7.508,7.665799999999999,19.164499999999997,Good
8.168,19.922,1.769,33.93792,7.648,7.91596,19.7899,Good
8.171,19.892,1.547,33.93536,7.479,7.419560000000001,18.5489,Good
8.168,19.854,1.557,33.93792,7.633,7.321720000000001,18.3043,Good
8.18,19.893,1.365,33.9488,7.595,7.04884,17.6221,Good
8.171,19.905,1.324,33.972480000000004,7.322,7.3604,18.401,Good
8.183,19.968,1.342,33.98656,7.423,6.56104,16.4026,Good
8.174,20.002,1.231,34.00832,6.982,6.01876,15.0469,Good
8.171,19.975,1.079,34.00896,6.688,5.8462000000000005,14.6155,Good
8.179,19.939,1.442,34.01216,6.849,6.00032,15.0008,Good
8.178,19.898,1.11,34.00192,5.975,5.974640000000001,14.9366,Fair
8.177,19.869,1.355,34.00448,6.985,6.44092,16.1023,Good
8.174,19.812,1.359,34.00128,5.552,6.192360000000001,15.480900000000002,Fair
8.173,19.776,1.62,33.99552,6.816,6.60528,16.513199999999998,Good
8.172,19.716,1.92,33.99168,6.648,6.53728,16.3432,Good
8.169,19.678,1.839,33.984,6.872,7.101640000000001,17.7541,Good
8.167,19.646,1.948,33.985279999999996,5.863,6.78688,16.9672,Fair
8.165,19.62,2.955,33.98272,6.879,7.285800000000001,18.2145,Good
8.16,19.546,1.843,33.972480000000004,5.664,6.83188,17.0797,Fair
8.163,19.527,2.208,33.97888,6.783,6.71096,16.7774,Good
8.16,19.505,2.437,33.9776,6.983,6.409000000000001,16.0225,Good
8.157,19.496,1.471,33.98016,6.95,5.379080000000001,13.447700000000001,Good
8.161,19.518,1.769,33.98848,6.989,5.81404,14.5351,Good
8.159,19.542,1.235,33.99424,7.013,5.16516,12.9129,Good
8.158,19.542,1.208,33.99616,6.432,4.96256,12.4064,Good
8.15,19.508,1.156,33.99808,6.855,4.96224,12.4056,Good
8.153,19.675,1.222,34.01408,7.014,5.32,13.3,Good
8.158,19.777,1.471,33.99296,6.928,5.3559600000000005,13.3899,Good
8.156,19.945,1.236,34.00128,7.128,5.5364,13.841000000000001,Good
8.159,20.014,1.66,33.97888,7.416,6.021120000000001,15.052800000000001,Good
8.158,20.039,1.603,33.9872,7.351,6.17452,15.4363,Good
8.157,20.111,1.703,33.97632,7.423,6.195480000000001,15.488700000000001,Good
8.15,20.331,1.629,33.9744,7.477,6.091080000000001,15.2277,Good
8.156,20.321,1.578,33.97312,7.429,6.05088,15.1272,Good
8.158,20.371,1.668,33.997440000000005,7.453,6.385680000000001,15.9642,Good
8.156,20.554,1.671,33.997440000000005,7.553,6.046120000000001,15.115300000000001,Good
8.154,20.686,1.673,33.99936,7.553,7.185079999999999,17.962699999999998,Good
8.155,20.641,2.055,33.98336,7.609,7.264279999999999,18.1607,Good
8.145,20.528,2.125,33.95136,7.635,7.322839999999999,18.3071,Good
8.14,20.508,2.359,33.95136,7.648,7.99284,19.9821,Good
8.133,20.584,2.317,33.97504,7.641,7.608120000000001,19.020300000000002,Good
8.137,20.66,2.515,33.98848,7.563,8.418600000000001,21.0465,Good
8.133,20.633,2.411,33.989760000000004,7.581,8.90844,22.2711,Good
8.135,20.624,2.669,33.99104,7.572,9.411320000000002,23.5283,Good
8.131,20.603,2.396,33.99872,7.495,9.39064,23.476599999999998,Good
8.137,20.504,2.515,33.98272,7.458,9.13972,22.8493,Good
8.133,20.432,2.355,33.9776,7.251,8.657960000000001,21.6449,Good
8.143,20.303,2.433,33.96544,7.381,8.750440000000001,21.8761,Good
8.15,20.253,1.697,33.98272,7.286,8.21684,20.542099999999998,Good
8.166,20.394,1.262,34.0192,7.286,6.75112,16.8778,Good
8.159,20.379,1.407,33.9968,7.005,7.40652,18.5163,Good
8.166,20.406,1.2,34.0416,7.121,6.652480000000001,16.6312,Good
8.158,20.314,1.391,34.02112,7.17,7.241320000000001,18.1033,Good
8.165,20.257,1.56,34.011520000000004,7.281,7.47016,18.6754,Good
8.16,20.233,1.458,34.01728,7.123,6.93904,17.3476,Good
8.165,20.278,1.303,34.05504,6.985,6.0304400000000005,15.0761,Good
8.163,20.253,1.202,34.064,6.484,5.90704,14.7676,Good
8.174,20.219,1.48,34.07168,6.656,5.65592,14.1398,Good
8.171,20.166,1.08,34.06976,5.298,5.598880000000001,13.997200000000001,Fair
8.169,20.123,1.1,34.063359999999996,6.587,5.547440000000001,13.8686,Good
8.165,20.081,1.226,34.05568,5.976,5.840480000000001,14.601200000000002,Fair
8.165,20.036,1.532,34.051840000000006,6.544,5.89808,14.7452,Good
8.167,20.033,2.54,34.044160000000005,5.455,6.649840000000001,16.6246,Fair
8.165,20.009,1.662,34.0448,6.228,6.36432,15.9108,Good
8.165,19.987,1.498,34.04224,6.906,6.00896,15.0224,Good
8.167,19.948,3.229,34.04096,6.607,7.113240000000001,17.7831,Good
8.159,19.948,1.72,34.0384,6.702,6.1398399999999995,15.349599999999999,Good
8.16,19.917,1.671,34.0416,6.397,6.07116,15.1779,Good
8.16,19.873,1.443,34.0352,6.01,5.614840000000001,14.0371,Good
8.153,19.814,1.534,34.02688,6.457,6.13672,15.3418,Good
8.147,19.849,1.316,34.03264,6.788,5.576720000000001,13.9418,Good
8.148,19.864,1.396,34.0352,6.843,5.372319999999999,13.430799999999998,Good
8.152,19.914,1.288,34.0384,6.887,5.589120000000001,13.972800000000001,Good
8.153,19.959,1.725,34.03456,6.831,5.52932,13.8233,Good
8.147,19.906,1.221,34.028800000000004,6.938,5.32588,13.314699999999998,Good
8.144,20.075,1.482,34.0416,6.823,5.508,13.77,Good
